rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,type,aroundhead,backhand,landing_height,landing_area,landing_x,landing_y,lose_reason,getpoint_player,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,set,match_id,rally_id,rally_length
5078,12,00:21:33,38797,12,10,4,drop,1,0,2,2,-0.968292683,0.583958333,,,8,227.6,224.48,8,222.7,669.92,0,0,5077,47
5078,13,00:34:10,61528,7,5,18,clear,0,0,1,8,-0.487804878,1.3759375,,,8,128.4,215.71,8,174.2,651.91,0,0,5077,26
5078,14,00:18:56,34099,20,11,4,lob,0,1,1,3,1.163414634,1.610260417,,,8,232.9,365.91,8,229.6,596.96,0,0,5077,20
5078,15,00:43:15,77851,21,18,18,defensive shot,0,1,2,7,-0.823170732,-0.328385417,,,8,160.4,655.66,8,135.9,239.46,0,0,5077,18
5078,16,01:07:41,121844,12,5,4,net shot,0,1,2,2,-1.012195122,0.483697917,,,8,215.4,266.81,8,149.8,714.26,0,0,5077,51
5078,17,00:20:32,36984,17,12,18,lob,0,0,1,4,0.945121951,-1.48046875,,,8,128.9,602.58,8,163.5,318.79,0,0,5077,6
5078,18,00:11:28,20666,6,2,4,drop,1,0,2,2,-1.019512195,0.6328125,,,8,208.4,258.88,8,209.5,703.66,0,0,5077,22
5078,19,00:32:54,59220,6,3,18,short service,0,1,2,7,0.698780488,0.588645833,,,8,164.9,328.11,8,216.1,689.56,0,0,5077,7
5078,20,00:11:23,20510,6,2,4,drop,0,0,2,7,0.565853659,0.571822917,,,8,118.4,218.3,8,192.1,670.01,0,0,5077,22
5078,21,00:42:00,75600,15,7,18,clear,0,0,1,8,0.384146341,1.118229167,,,8,150,260.19,8,154.8,672.15,0,0,5077,18
5078,22,00:38:21,69043,5,4,4,drive,0,0,1,5,-1,-0.659166667,,,8,174.6,639.82,8,153.7,299.58,0,0,5077,25
5078,23,00:18:52,33972,21,8,18,clear,1,0,1,8,-0.731707317,1.386770833,,,8,221.5,227.57,8,201.9,711.3,0,0,5077,8
5078,24,00:40:24,72748,6,6,4,push/rush,0,0,2,8,0.203658537,-1.029583333,,,8,188.4,601.73,8,150.3,335.06,0,0,5077,7
5078,25,00:35:54,64644,8,6,18,smash,0,0,2,6,-0.891463415,1.03203125,,,8,109.4,207.58,8,166.4,678.84,0,0,5077,19
5078,26,00:34:18,61768,1,1,4,net shot,0,0,2,1,-1.035365854,-0.254427083,,,8,226.4,598.49,6,257,245.15,0,0,5077,13
5078,27,00:14:15,25669,14,4,18,lob,0,1,1,8,-0.703658537,1.4703125,,,6,257.3,361.67,8,206,671.06,0,0,5077,7
5078,28,00:35:55,64676,2,2,4,push/rush,0,1,1,4,1.256097561,-1.4246875,,,8,122.1,635.79,8,119,290.36,0,0,5077,9
5078,29,00:08:01,14437,3,2,18,drop,0,1,2,7,-0.173170732,0.433072917,,,8,181.1,267.23,8,210,645.15,0,0,5077,7
5078,30,00:53:27,96223,19,14,4,defensive shot,0,0,2,1,-1.07195122,-0.4959375,,,8,231,683.12,8,206.2,232.85,0,0,5077,38
5078,31,00:43:54,79025,17,8,18,net shot,0,0,2,2,-0.909756098,0.365260417,,,8,109.5,325.68,8,136.3,737.1,0,0,5077,16
5078,32,00:44:43,80499,4,6,4,push/rush,0,1,1,3,1.251219512,1.637291667,,,8,133.6,341.56,8,176.8,630.06,0,0,5077,16
5078,33,00:20:56,37708,18,12,18,smash,0,0,2,5,-1.081707317,-1.011979167,,,8,224.8,743.54,8,199.5,287.7,0,0,5077,20
5078,34,00:38:18,68942,5,4,4,defensive shot,0,0,2,2,1.309756098,-0.429583333,,,8,177.6,692.32,10,43.5,219.61,0,0,5077,25
5079,1,00:18:19,32976,15,8,18,lob,0,0,1,9,-0.051219512,-1.524791667,,,1,262.2,561,8,220.3,351.01,0,0,5078,14
5079,2,00:45:12,81369,18,10,5,lob,0,1,1,8,-0.846341463,1.3434375,,,8,249.3,365.37,8,177.7,616.63,0,0,5078,14
5079,3,00:14:21,25852,12,6,18,short service,0,1,2,7,0.87195122,-0.30140625,,,8,173.6,643.55,8,227.6,280.35,0,0,5078,14
5079,4,00:52:14,94023,12,12,5,push/rush,0,0,1,9,-0.764634146,1.688229167,,,8,223,343,8,174.3,644.41,0,0,5078,14
5079,5,00:34:12,61575,7,5,18,defensive shot,0,1,2,1,1.057317073,0.564739583,,,8,159.9,309.34,9,110,772.1,0,0,5078,14
5079,6,00:50:19,90574,20,8,5,clear,0,0,1,6,-0.868292683,1.340520833,,,9,115.3,188.6,8,147.2,673.11,0,0,5078,14
5079,7,00:39:15,70655,12,6,18,short service,0,1,2,7,-0.623170732,0.435208333,,,8,181.5,332.76,8,129.9,678.62,0,0,5078,14
5079,8,00:39:33,71218,10,8,5,lob,0,0,1,5,-0.907317073,-1.292291667,,,8,223.6,624.19,8,176,281.19,0,0,5078,14
5079,9,00:47:10,84908,21,10,18,short service,0,1,2,7,0.504878049,0.65296875,,,8,165.6,325.79,8,217.8,672.52,0,0,5078,14
5079,10,00:59:57,107917,10,5,5,lob,0,1,1,5,0.968292683,1.218333333,,,8,181.7,361.71,8,151.1,656.46,0,0,5078,14
5079,11,00:11:30,20711,9,5,18,clear,1,0,1,5,-1.213414634,-1.36546875,,,8,145.6,719.21,8,141.5,332.67,0,0,5078,14
5079,12,00:54:24,97930,16,12,5,defensive shot,0,0,2,2,-0.929268293,0.65234375,,,8,180.5,307.76,8,150.9,663.12,0,0,5078,14
5079,13,00:23:06,41592,19,14,18,smash,1,0,2,5,-0.92804878,-0.896666667,,,8,133.4,701.8,8,152.9,311.7,0,0,5078,14
5079,14,00:13:39,24581,7,8,5,smash,1,0,2,3,-1.307317073,-1.445625,opponent's ball landed,5,8,167.3,741.55,8,149.3,281.06,0,0,5078,14
5080,1,00:16:33,29818,14,7,18,drop,0,0,2,8,0.918292683,-0.60375,,,4,102.9,759.85,8,146.9,252.53,0,0,5079,14
5080,2,01:07:19,121180,19,18,6,drive,0,0,2,6,-0.98902439,0.94390625,,,8,156.9,301.15,8,209.1,625.13,0,0,5079,14
5080,3,00:46:12,83181,19,10,18,smash,0,0,2,5,1.117073171,0.907552083,,,8,120.7,231.69,8,193.8,745.65,0,0,5079,14
5080,4,00:10:45,19374,7,7,6,drop,0,0,2,7,0.875609756,-0.386927083,,,8,117.5,733.33,8,138.1,313.56,0,0,5079,14
5080,5,00:43:23,78098,21,18,18,defensive shot,0,1,2,1,-1.014634146,-0.416614583,,,8,192.3,611.72,8,179.2,267.19,0,0,5079,14
5080,6,00:19:24,34921,12,20,6,clear,1,0,1,3,-1.182926829,-1.411666667,,,8,163.2,727.56,8,164.3,298.59,0,0,5079,14
5080,7,00:06:13,11195,1,1,18,defensive shot,0,1,2,1,1.196341463,0.51125,,,8,163.4,299.12,8,243.8,751.07,0,0,5079,14
5080,8,00:30:08,54245,10,11,6,net shot,0,0,2,2,-1.159756098,0.503333333,,,8,123.6,360.67,8,190.1,690.16,0,0,5079,14
5080,9,00:24:50,44719,21,15,18,net shot,0,0,2,2,1.119512195,-0.20578125,,,8,134.8,596.55,8,163.5,318.79,0,0,5079,14
5080,10,00:06:31,11756,2,3,6,push/rush,0,0,1,5,-0.96097561,-1.32796875,,,8,224.6,598.61,8,181.4,324.95,0,0,5079,14
5080,11,00:18:37,33516,15,9,18,short service,0,1,2,7,0.740243902,-0.25890625,,,8,175.2,643.56,8,225.6,275.38,0,0,5079,14
5080,12,00:56:44,102143,12,9,6,defensive shot,0,1,1,8,0.919512195,1.07484375,,,8,175.9,332.13,8,235.7,724.4,0,0,5079,14
5080,13,00:23:23,42116,4,2,18,smash,1,0,2,5,-0.946341463,-0.848645833,,,8,163,732.31,8,166,299.17,0,0,5079,14
5080,14,01:01:05,109953,14,15,6,smash,0,0,2,6,-1.012195122,1.373385417,opponent's ball landed,18,8,153.6,276.38,8,200.1,691.57,0,0,5079,14
5081,1,00:42:09,75881,15,7,18,net shot,0,1,2,7,-0.592682927,0.528229167,,,8,175.3,282.75,8,235.4,722.22,0,0,5080,46
5081,2,00:41:10,74102,11,9,7,drive,0,0,1,8,-0.792682927,0.892239583,,,8,118.5,226.28,8,143.2,626.54,0,0,5080,46
5081,3,00:06:21,11450,2,0,18,short service,0,1,2,7,0.814634146,-0.29078125,,,8,172.6,654.66,8,227.1,295.05,0,0,5080,46
5081,4,00:23:27,42222,16,10,7,clear,0,1,1,8,-0.562195122,-1.34625,,,8,159.7,657.6,7,127.9,412.52,0,0,5080,46
5081,5,00:43:52,78971,17,8,18,lob,0,0,1,6,-1.036585366,1.465677083,,,7,138.5,375.04,8,193.4,685.54,0,0,5080,46
5081,6,00:07:05,12768,3,0,7,lob,0,0,1,9,-0.630487805,-1.393072917,,,8,249.9,606.51,8,207.7,248.62,0,0,5080,46
5081,7,00:06:26,11585,1,1,18,lob,0,0,1,6,-0.918292683,1.493541667,,,8,125.6,353.21,8,145.4,642.24,0,0,5080,46
5081,8,00:18:20,33028,12,7,7,net shot,0,0,2,2,1.395121951,-0.155833333,,,8,247.5,611.07,8,196.3,222.87,0,0,5080,46
5081,9,00:16:49,30285,18,6,18,short service,0,1,2,7,0.390243902,0.49421875,,,8,171.7,308.71,8,216.4,676.64,0,0,5080,46
5081,10,00:25:32,45982,18,17,7,short service,0,1,2,7,-0.437804878,-0.523958333,,,8,183,638.99,8,136.1,286.84,0,0,5080,46
5081,11,00:08:53,16007,4,3,18,lob,0,0,1,6,-0.923170732,1.334375,,,8,150.5,350.76,8,188.1,635.25,0,0,5080,46
5081,12,00:41:12,74188,11,9,7,smash,1,0,2,8,0.886585366,0.975677083,,,8,163.6,273.78,8,173.2,636.5,0,0,5080,46
5081,13,00:27:35,49651,1,0,18,drive,0,0,2,8,-0.126829268,0.991458333,,,8,131.2,309.29,8,143.1,751.06,0,0,5080,46
5081,14,00:12:05,21774,6,4,7,long service,0,0,1,4,0.935365854,-1.482864583,,,8,166.3,689.64,8,227.3,258.57,0,0,5080,46
5081,15,00:27:33,49601,1,0,18,lob,0,1,1,8,-0.646341463,1.460833333,,,8,163.8,357.57,8,170,666.89,0,0,5080,46
5081,16,00:48:05,86569,16,13,7,clear,0,0,1,5,1.158536585,1.478020833,,,8,194.1,211.08,8,198.2,661.47,0,0,5080,46
5081,17,00:41:21,74441,20,17,18,clear,1,0,1,8,0.541463415,-1.229270833,,,8,168.2,717.54,8,171.7,314.92,0,0,5080,46
5081,18,00:43:58,79162,13,10,7,net shot,0,1,2,2,-0.865853659,0.52515625,,,8,147.8,320.99,8,194.2,738.81,0,0,5080,46
5081,19,00:17:52,32175,14,8,18,lob,0,1,2,10,1.626829268,-1.584322917,out,18,8,121.9,596.49,8,161.1,285.18,0,0,5080,46
5081,20,00:49:52,89780,18,14,7,defensive shot,0,1,2,5,1.403658537,0.669270833,,,8,187.8,305.41,8,245.1,726.92,0,0,5080,46
5081,21,00:39:46,71602,13,6,18,smash,0,0,2,6,-1.225609756,1.00296875,,,8,132.6,207.59,8,162.1,668.19,0,0,5080,46
5081,22,00:06:51,12338,3,0,7,clear,1,0,1,3,-1.15,-1.471302083,,,8,147.3,715.57,8,207.4,265.31,0,0,5080,46
5081,23,00:12:49,23083,11,6,18,smash,0,0,2,5,-1.118292683,-0.784947917,,,8,234.9,738.93,8,215.9,262.81,0,0,5080,46
5081,24,00:40:02,72072,10,9,7,lob,0,0,1,6,-1.27804878,1.431354167,,,8,117.4,345.93,8,163.9,664.38,0,0,5080,46
5081,25,00:17:44,31931,14,8,18,short service,0,1,2,7,-0.363414634,-0.313697917,,,8,185.3,661.57,8,130.8,297.31,0,0,5080,46
5081,26,00:09:39,17381,7,1,7,net shot,0,0,2,1,-1.119512195,-0.282291667,,,8,214.8,599.05,8,211.8,325.61,0,0,5080,46
5081,27,00:23:02,41479,19,14,18,lob,0,0,1,9,0.842682927,-1.480520833,,,8,197.2,596.87,8,179.6,304.6,0,0,5080,46
5081,28,00:12:12,21961,6,4,7,push/rush,0,1,1,8,0.884146341,-1.369583333,,,8,104.9,604.36,8,166.4,313.92,0,0,5080,46
5081,29,00:16:42,30077,14,7,18,clear,1,0,1,3,-0.925609756,-1.40828125,,,8,142.4,711.83,8,141.9,316.4,0,0,5080,46
5081,30,00:40:06,72187,10,9,7,clear,0,0,1,8,0.541463415,1.081979167,,,8,108.6,220.5,8,185.1,621.88,0,0,5080,46
5081,31,00:41:21,74441,20,17,18,clear,1,0,1,8,0.541463415,-1.229270833,,,8,168.2,717.54,8,171.7,314.92,0,0,5080,46
5081,32,00:46:05,82964,14,12,7,net shot,0,1,2,1,1.291463415,0.296458333,,,8,250.9,349.93,8,192.4,737.68,0,0,5080,46
5081,33,00:25:48,46458,6,5,18,defensive shot,0,1,2,8,0.85,-0.704583333,,,8,119.8,694.65,8,105.7,252.34,0,0,5080,46
5081,34,00:16:50,30329,11,9,7,lob,0,0,1,4,1.07195122,-1.496145833,,,8,196.1,612.24,8,141.9,299.11,0,0,5080,46
5081,35,00:44:52,80778,18,9,18,short service,0,1,2,7,0.264634146,0.644427083,,,8,162.9,325.78,8,218.4,669.86,0,0,5080,46
5081,36,00:47:18,85160,15,13,7,short service,0,1,2,7,-0.497560976,0.54125,,,8,182.2,315.7,8,122.8,675.31,0,0,5080,46
5081,37,00:19:34,35247,16,10,18,short service,0,1,2,7,-0.365853659,-0.218177083,,,8,184.8,654.73,8,131.7,280.21,0,0,5080,46
5081,38,00:31:10,56127,1,3,7,clear,1,0,1,9,0.396341463,1.52578125,,,8,187.7,330.75,7,175.4,586.77,0,0,5080,46
5081,39,00:37:40,67819,11,6,18,lob,0,0,1,4,-1.059756098,1.559583333,,,7,125.7,389.99,8,147.5,653.14,0,0,5080,46
5081,40,00:39:07,70423,9,8,7,clear,0,1,2,10,1.801219512,1.499479167,out,2,8,232.4,248.46,8,226.3,644.7,0,0,5080,46
5081,41,00:30:35,55076,4,1,18,short service,0,1,2,7,-0.62195122,0.585885417,,,8,178.1,328.13,8,127.8,690.31,0,0,5080,46
5081,42,00:43:58,79162,13,10,7,net shot,0,1,2,2,-0.865853659,0.52515625,,,8,147.8,320.99,8,194.2,738.81,0,0,5080,46
5081,43,00:37:51,68145,11,6,18,defensive shot,0,0,2,2,-1.01097561,0.365104167,,,8,127.4,299.72,9,227.7,779.46,0,0,5080,46
5081,44,00:09:33,17217,7,1,7,smash,0,0,2,5,-1.074390244,-0.824895833,,,9,226.5,785.18,8,160.4,333.4,0,0,5080,46
5081,45,00:37:37,67730,17,16,18,drive,0,0,1,6,1.201219512,-0.895572917,,,8,239.2,721.9,8,201.5,287.17,0,0,5080,46
5081,46,00:37:03,66715,7,7,7,drive,1,0,2,10,2.075609756,-0.78015625,not pass over the net,18,8,173.2,305.5,8,172.6,633.63,0,0,5080,46
5082,1,00:21:14,38227,1,0,18,lob,0,1,1,9,0.743902439,-1.544270833,,,2,89.7,537.79,8,119.5,353.09,0,0,5081,19
5082,2,00:45:11,81353,16,10,8,drive,0,1,1,8,-0.190243902,-0.690625,,,8,174.7,668.58,8,143.9,338.8,0,0,5081,19
5082,3,00:46:49,84281,20,10,18,drop,0,0,2,8,0.842682927,0.701354167,,,8,118.9,242.17,8,136.4,670.71,0,0,5081,19
5082,4,00:32:58,59343,2,2,8,lob,0,1,1,5,-1.293902439,-1.209739583,,,8,110.6,651.59,8,192,229,0,0,5081,19
5082,5,00:14:12,25572,14,4,18,net shot,0,0,2,2,-1.35,0.319166667,,,8,231.2,364.06,8,179.7,655.96,0,0,5081,19
5082,6,00:36:54,66437,9,3,8,drive,0,0,1,8,-0.120731707,-0.9003125,,,8,214,633.81,8,219.6,294.99,0,0,5081,19
5082,7,00:27:33,49601,1,0,18,lob,0,1,1,8,-0.646341463,1.460833333,,,8,163.8,357.57,8,170,666.89,0,0,5081,19
5082,8,00:50:26,90789,21,15,8,long service,0,0,1,9,0.467073171,-1.500989583,,,8,170,669.2,8,214,293.12,0,0,5081,19
5082,9,00:26:08,47068,6,6,18,smash,0,0,2,6,1.240243902,-0.748854167,,,8,188.8,678.02,8,203.1,342.91,0,0,5081,19
5082,10,00:25:06,45197,18,10,8,push/rush,0,1,1,6,-1.12195122,1.44875,,,8,184.4,355.36,8,167.4,641.24,0,0,5081,19
5082,11,00:37:45,67953,11,6,18,defensive shot,0,1,2,1,1.182926829,0.342708333,,,8,175.3,290.1,8,193,733.93,0,0,5081,19
5082,12,00:08:04,14531,1,0,8,long service,0,0,1,9,0.686585366,1.613541667,,,8,157.1,294.54,8,232.8,665.65,0,0,5081,19
5082,13,00:16:42,30077,14,7,18,clear,1,0,1,3,-0.925609756,-1.40828125,,,8,142.4,711.83,8,141.9,316.4,0,0,5081,19
5082,14,00:37:25,67366,10,3,8,net shot,0,1,2,1,-1.140243902,-0.325885417,,,8,116.5,685.81,8,122.3,298.33,0,0,5081,19
5082,15,00:20:32,36984,17,12,18,lob,0,0,1,4,0.945121951,-1.48046875,,,8,128.9,602.58,8,163.5,318.79,0,0,5081,19
5082,16,00:35:47,64415,8,2,8,push/rush,0,0,1,8,-0.382926829,-1.096145833,,,8,240.9,613.4,8,224.5,295.07,0,0,5081,19
5082,17,00:27:35,49651,1,0,18,drive,0,0,2,8,-0.126829268,0.991458333,,,8,131.2,309.29,8,143.1,751.06,0,0,5081,19
5082,18,00:27:34,49636,20,18,8,smash,1,0,2,6,-1.293902439,0.919166667,,,8,227.9,214.4,8,211.9,618.91,0,0,5081,19
5082,19,00:11:32,20765,9,5,18,defensive shot,0,1,2,7,0.804878049,0.1221875,touched the net,18,8,175.8,654.68,8,105.2,215.69,0,0,5081,19
5083,1,00:20:35,37058,17,12,18,clear,0,0,1,4,1.207317073,-1.49515625,,,8,226.6,755.05,8,221,260.28,0,0,5082,2
5083,2,00:52:36,94682,8,6,9,smash,1,0,2,5,-1.459756098,-0.993072917,opponent's ball landed,9,8,107.6,731.22,8,118.8,228.78,0,0,5082,2
5084,1,00:06:09,11096,1,1,18,smash,0,0,2,6,-1.206097561,0.926875,,,9,131.8,186.55,8,156.5,659.31,0,0,5083,59
5084,2,00:28:41,51632,19,9,10,defensive shot,0,0,2,7,-0.798780488,-0.335989583,,,8,225.9,701.88,9,216.1,202.52,0,0,5083,59
5084,3,00:11:26,20604,9,5,18,smash,0,0,2,6,1.004878049,-0.882708333,,,9,242.6,790.27,8,204.6,285.25,0,0,5083,59
5084,4,00:14:08,25463,6,2,10,lob,0,0,1,4,1.264634146,-1.420208333,,,8,225.8,631.31,8,151.4,287.44,0,0,5083,59
5084,5,00:30:52,55572,4,1,18,smash,1,0,2,5,1.380487805,1.127604167,,,8,185.6,244.83,8,168.9,672.24,0,0,5083,59
5084,6,01:08:52,123984,21,17,10,lob,0,0,1,9,-0.682926829,-1.521614583,,,8,194.2,609.19,8,166.3,292.52,0,0,5083,59
5084,7,00:41:23,74491,20,17,18,defensive shot,0,0,2,2,1.087804878,-0.517708333,,,8,210.7,676.55,8,196.3,230.48,0,0,5083,59
5084,8,00:47:52,86179,13,12,10,smash,0,0,2,6,-1.015853659,1.079739583,,,8,133.6,280.26,8,175.6,666.04,0,0,5083,59
5084,9,00:20:32,36984,17,12,18,lob,0,0,1,4,0.945121951,-1.48046875,,,8,128.9,602.58,8,163.5,318.79,0,0,5083,59
5084,10,00:44:26,79984,10,5,10,lob,0,1,1,6,-0.91097561,1.46109375,,,8,160.3,354.89,8,181.3,637.75,0,0,5083,59
5084,11,00:40:46,73387,20,17,18,defensive shot,0,0,2,7,-0.582926829,-0.457135417,,,8,240.9,706.78,8,244.8,238.39,0,0,5083,59
5084,12,00:38:26,69190,9,8,10,short service,0,1,2,7,-0.475609756,0.435572917,,,8,188.4,333.91,8,134.4,663.09,0,0,5083,59
5084,13,00:40:27,72810,14,6,18,drop,0,0,2,7,-0.847560976,0.658072917,,,8,105.8,229.04,8,155.1,689.19,0,0,5083,59
5084,14,00:12:35,22650,5,3,10,clear,0,0,1,6,-1.091463415,1.426354167,,,8,107.2,237.01,8,140.1,676.54,0,0,5083,59
5084,15,00:31:15,56278,4,2,18,short service,0,1,2,7,0.403658537,0.636666667,,,8,166.4,332.72,8,218.7,686.99,0,0,5083,59
5084,16,01:14:28,134058,22,21,10,net shot,0,0,2,1,1.16097561,0.351822917,,,8,122.8,354.15,8,232.9,666.42,0,0,5083,59
5084,17,00:08:31,15354,4,2,18,defensive shot,0,1,1,1,1.291463415,0.443697917,,,8,145.5,286,8,164.4,738.81,0,0,5083,59
5084,18,00:43:18,77956,13,11,10,defensive shot,0,1,2,5,1.337804878,1.267291667,,,8,161.1,306.09,8,151.4,738.16,0,0,5083,59
5084,19,00:10:49,19494,9,4,18,lob,0,0,1,9,0.740243902,-1.480520833,,,8,137.6,595.04,8,180.3,290.11,0,0,5083,59
5084,20,00:33:28,60265,5,3,10,smash,1,0,2,6,-1.287804878,1.019583333,,,8,181.3,206.17,8,185.5,684.48,0,0,5083,59
5084,21,00:16:42,30077,14,7,18,clear,1,0,1,3,-0.925609756,-1.40828125,,,8,142.4,711.83,8,141.9,316.4,0,0,5083,59
5084,22,00:31:39,56975,1,2,10,lob,0,1,1,8,-0.623170732,1.366510417,,,8,176.6,324.57,8,156.7,635.35,0,0,5083,59
5084,23,00:16:08,29041,14,7,18,defensive shot,0,1,2,1,-1.182926829,-0.3146875,,,8,176.3,669.61,9,136.7,191.09,0,0,5083,59
5084,24,00:34:17,61720,3,1,10,smash,0,0,2,5,-0.9,-0.854375,,,9,124.1,764.18,8,136.8,287.19,0,0,5083,59
5084,25,00:25:44,46322,6,5,18,smash,1,0,1,8,-0.063414634,-0.8084375,,,8,155.6,703.82,8,151.5,305.17,0,0,5083,59
5084,26,00:19:52,35783,12,3,10,net shot,0,1,2,2,1.343902439,-0.256510417,,,8,128.2,642.33,8,163,317.27,0,0,5083,59
5084,27,00:44:52,80778,18,9,18,short service,0,1,2,7,0.264634146,0.644427083,,,8,162.9,325.78,8,218.4,669.86,0,0,5083,59
5084,28,00:35:06,63181,1,2,10,defensive shot,0,0,2,1,1.137804878,0.461145833,,,8,120.9,285.41,4,86.2,790.96,0,0,5083,59
5084,29,00:16:33,29818,14,7,18,drop,0,0,2,8,0.918292683,-0.60375,,,4,102.9,759.85,8,146.9,252.53,0,0,5083,59
5084,30,00:51:00,91820,18,18,10,clear,1,0,1,9,-0.565853659,1.581822917,,,8,210.1,206.87,8,203.9,707.4,0,0,5083,59
5084,31,00:14:25,25974,12,6,18,drop,0,0,2,2,1.314634146,-0.365885417,,,8,213.2,723.29,8,199,275.35,0,0,5083,59
5084,32,00:15:12,27376,7,4,10,lob,0,0,1,5,1.42195122,1.48609375,,,8,120.3,357.11,8,182.7,650.24,0,0,5083,59
5084,33,00:18:14,32821,20,8,18,defensive shot,0,1,2,7,0.019512195,0.42296875,,,8,172.8,286.57,8,205,753.67,0,0,5083,59
5084,34,00:14:23,25916,9,3,10,net shot,0,0,2,2,1.426829268,-0.244895833,,,8,223.6,625.28,8,159.1,306.73,0,0,5083,59
5084,35,00:28:00,50400,2,0,18,short service,0,1,2,7,-0.179268293,0.537395833,,,8,176,321.15,8,131,679.94,0,0,5083,59
5084,36,01:16:32,137768,20,10,10,smash,0,0,2,6,-1.219512195,0.981458333,,,8,133,250.1,8,179.3,657.1,0,0,5083,59
5084,37,00:07:11,12951,4,0,18,clear,1,0,1,3,-1.174390244,-1.408333333,,,8,153.2,720.48,8,157.4,330.4,0,0,5083,59
5084,38,00:55:37,100110,11,8,10,net shot,0,0,2,2,-1.336585366,0.386614583,,,8,112.3,357.44,8,157.7,649.75,0,0,5083,59
5084,39,00:10:21,18637,9,3,18,short service,0,1,2,7,0.785365854,-0.3775,,,8,171,657.4,8,228.5,295.05,0,0,5083,59
5084,40,00:35:55,64670,13,5,10,defensive shot,0,0,1,8,0.414634146,1.4425,,,8,174.1,248.98,8,239.2,697.67,0,0,5083,59
5084,41,00:21:48,39243,18,13,18,clear,1,0,1,3,-1.054878049,-1.48078125,,,8,130.6,732.34,8,145.2,311.68,0,0,5083,59
5084,42,00:55:05,99167,20,13,10,defensive shot,0,1,2,1,1.132926829,0.390833333,,,8,216.4,303.51,8,222.2,716.38,0,0,5083,59
5084,43,00:42:00,75600,15,7,18,clear,0,0,1,8,0.384146341,1.118229167,,,8,150,260.19,8,154.8,672.15,0,0,5083,59
5084,44,00:34:59,62984,1,2,10,drop,0,0,2,1,1.37195122,0.594375,,,8,116.3,237.02,8,169.7,678.04,0,0,5083,59
5084,45,00:35:59,64797,8,6,18,clear,0,0,1,6,-1.035365854,1.477604167,,,8,119.9,207.58,8,164.9,689.25,0,0,5083,59
5084,46,00:12:44,22922,7,5,10,defensive shot,0,0,2,8,-0.174390244,-0.693697917,,,8,228.3,714.25,8,217,248.3,0,0,5083,59
5084,47,00:44:25,79967,18,8,18,net shot,0,1,2,7,0.363414634,0.496614583,,,8,244.4,346.56,8,153.9,731.3,0,0,5083,59
5084,48,00:24:28,44056,15,4,10,defensive shot,0,0,2,2,1.170731707,-0.394270833,,,8,208.1,693.01,5,98.1,207.64,0,0,5083,59
5084,49,00:41:14,74222,20,17,18,lob,0,0,1,5,-1.215853659,-1.318125,,,5,252.9,606.65,8,202.6,251.05,0,0,5083,59
5084,50,00:31:47,57237,1,0,10,defensive shot,0,1,2,9,0.559756098,-1.639270833,,,8,184.8,673.46,8,126.8,310.68,0,0,5083,59
5084,51,00:40:27,72810,14,6,18,drop,0,0,2,7,-0.847560976,0.658072917,,,8,105.8,229.04,8,155.1,689.19,0,0,5083,59
5084,52,00:40:42,73284,6,4,10,short service,0,1,2,7,-0.391463415,0.34890625,,,8,184.7,310.9,8,126.1,676.17,0,0,5083,59
5084,53,00:08:39,15573,6,1,18,smash,0,0,2,6,1.335365854,-0.945989583,,,8,193,679,8,171,262.75,0,0,5083,59
5084,54,00:11:30,20718,5,5,10,smash,0,0,2,6,1.165853659,-1.018385417,,,8,202,752.17,8,146.3,303.11,0,0,5083,59
5084,55,00:11:30,20711,9,5,18,clear,1,0,1,5,-1.213414634,-1.36546875,,,8,145.6,719.21,8,141.5,332.67,0,0,5083,59
5084,56,01:02:47,113013,16,14,10,defensive shot,0,0,2,7,-0.586585366,-0.499791667,,,8,215,655.03,9,125.2,185.98,0,0,5083,59
5084,57,00:24:02,43279,20,14,18,drop,0,0,2,2,1.079268293,-0.301145833,,,9,241.5,771.92,8,216.2,304.67,0,0,5083,59
5084,58,00:56:55,102474,18,12,10,defensive shot,0,0,2,1,1.018292683,0.544791667,,,8,114.4,288.21,8,124.7,722.16,0,0,5083,59
5084,59,00:34:26,62003,7,5,18,smash,0,0,2,1,-1.15,-0.075833333,touched the net,18,8,109.9,221.06,8,148.8,685.27,0,0,5083,59
5085,1,00:32:35,58674,14,10,18,lob,0,0,1,3,-1.337804878,-1.468385417,,,7,199.3,581.01,8,168.5,299.22,0,0,5084,43
5085,2,00:09:59,17984,4,2,11,drop,1,0,2,8,0.904878049,1.09578125,,,8,214.1,264,8,185.7,709.86,0,0,5084,43
5085,3,00:26:08,47068,6,6,18,smash,0,0,2,6,1.240243902,-0.748854167,,,8,188.8,678.02,8,203.1,342.91,0,0,5084,43
5085,4,00:15:04,27148,8,2,11,net shot,0,0,2,7,0.298780488,0.249479167,,,8,200.4,359.74,8,174.2,679.22,0,0,5084,43
5085,5,00:37:51,68145,11,6,18,defensive shot,0,0,2,2,-1.01097561,0.365104167,,,8,127.4,299.72,9,227.7,779.46,0,0,5084,43
5085,6,00:08:13,14818,1,2,11,drop,0,0,1,1,1.359756098,0.644010417,,,9,232.2,194.63,8,193.3,676.56,0,0,5084,43
